ID,Chapter,Verse,Shloka,Transliteration,EngMeaning,HinMeaning,Purport
BG3.4,3,4,"न कर्मणामनारम्भान्नैष्कर्म्यं पुरुषोऽश्नुते |
न च संन्यसनादेव सिद्धिं समधिगच्छति ||३-४||","na karmaṇāmanārambhānnaiṣkarmyaṃ puruṣo.aśnute .
na ca saṃnyasanādeva siddhiṃ samadhigacchati ||3-4||",।।3.4।। कर्मों के न करने से मनुष्य नैर्ष्कम्य को प्राप्त नहीं होता और न कर्मों के संन्यास से ही वह सिद्धि (पूर्णत्व) प्राप्त करता है।।,।।3.4।। कर्मों के न करने से मनुष्य नैर्ष्कम्य को प्राप्त नहीं होता और न कर्मों के संन्यास से ही वह सिद्धि (पूर्णत्व) प्राप्त करता है।।,3.4 A person does not attain freedom from action by abstaining from action; nor does he attain fulfilment merely through renunciation.
BG3.5,3,5,"न हि कश्चित्क्षणमपि जातु तिष्ठत्यकर्मकृत् |
कार्यते ह्यवशः कर्म सर्वः प्रकृतिजैर्गुणैः ||३-५||","na hi kaścitkṣaṇamapi jātu tiṣṭhatyakarmakṛt .
kāryate hyavaśaḥ karma sarvaḥ prakṛtijairguṇaiḥ ||3-5||",।।3.5।। कोई भी पुरुष कभी क्षणमात्र भी बिना कर्म किए नहीं रह सकता क्योंकि प्रकृति से उत्पन्न गुणों के द्वारा अवश हुए सब (पुरुषों) से कर्म करवा लिया जाता है।।,।।3.5।। कोई भी पुरुष कभी क्षणमात्र भी बिना कर्म किए नहीं रह सकता क्योंकि प्रकृति से उत्पन्न गुणों के द्वारा अवश हुए सब (पुरुषों) से कर्म करवा लिया जाता है।।,"3.5  Because, no one ever remains even for a moment without doing work. For all are made to work under compulsion by the gunas born of Nature."
BG3.6,3,6,"कर्मेन्द्रियाणि संयम्य य आस्ते मनसा स्मरन् |
इन्द्रियार्थान्विमूढात्मा मिथ्याचारः स उच्यते ||३-६||","karmendriyāṇi saṃyamya ya āste manasā smaran .
indriyārthānvimūḍhātmā mithyācāraḥ sa ucyate ||3-6||",।।3.6।। जो मूढ बुद्धि पुरुष कर्मेन्द्रियों का निग्रह कर इन्द्रियों के भोगों का मन से स्मरण (चिन्तन) करता रहता है वह मिथ्याचारी (दम्भी) कहा जाता है।।,।।3.6।। जो मूढ बुद्धि पुरुष कर्मेन्द्रियों का निग्रह कर इन्द्रियों के भोगों का मन से स्मरण (चिन्तन) करता रहता है वह मिथ्याचारी (दम्भी) कहा जाता है।।,"3.6  One, who after withdrawing the organs of action, sits mentally recollecting the objects of the senses, that one, of deluded mind, is called a hypocrite."
BG3.7,3,7,"यस्त्विन्द्रियाणि मनसा नियम्यारभतेऽर्जुन |
कर्मेन्द्रियैः कर्मयोगमसक्तः स विशिष्यते ||३-७||","yastvindriyāṇi manasā niyamyārabhate.arjuna .
karmendriyaiḥ karmayogamasaktaḥ sa viśiṣyate ||3-7||",।।3.7।। परन्तु हे अर्जुन  जो पुरुष मन से इन्द्रियों को वश में करके अनासक्त हुआ कर्मेंन्द्रियों से कर्मयोग का आचरण करता है वह श्रेष्ठ है।।,।।3.7।। परन्तु हे अर्जुन  जो पुरुष मन से इन्द्रियों को वश में करके अनासक्त हुआ कर्मेंन्द्रियों से कर्मयोग का आचरण करता है वह श्रेष्ठ है।।,"3.7  But, O Arjuna, one who engages in Karma-yoga with the organs of action, controlling the organs with the mind and becoming unattached-that one excels."
BG3.8,3,8,"नियतं कुरु कर्म त्वं कर्म ज्यायो ह्यकर्मणः |
शरीरयात्रापि च ते न प्रसिद्ध्येदकर्मणः ||३-८||","niyataṃ kuru karma tvaṃ karma jyāyo hyakarmaṇaḥ .
śarīrayātrāpi ca te na prasiddhyedakarmaṇaḥ ||3-8||",।।3.8।। तुम (अपने) नियत (कर्तव्य) कर्म करो क्योंकि अकर्म से श्रेष्ठ कर्म है। तुम्हारे अकर्म होने से (तुम्हारा) शरीर निर्वाह भी नहीं सिद्ध होगा।।,।।3.8।। तुम (अपने) नियत (कर्तव्य) कर्म करो क्योंकि अकर्म से श्रेष्ठ कर्म है। तुम्हारे अकर्म होने से (तुम्हारा) शरीर निर्वाह भी नहीं सिद्ध होगा।।,"3.8  You perform the obligatory duties, for action is superior to inaction. And, through inaction, even the maintenance of your body will not be possible."
BG3.9,3,9,"यज्ञार्थात्कर्मणोऽन्यत्र लोकोऽयं कर्मबन्धनः |
तदर्थं कर्म कौन्तेय मुक्तसङ्गः समाचर ||३-९||","yajñārthātkarmaṇo.anyatra loko.ayaṃ karmabandhanaḥ .
tadarthaṃ karma kaunteya muktasaṅgaḥ samācara ||3-9||",।।3.9।। यज्ञ के लिये किये हुए कर्म के अतिरिक्त अन्य कर्म में प्रवृत्त हुआ यह पुरुष कर्मों द्वारा बंधता है इसलिए हे कौन्तेय आसक्ति को त्यागकर यज्ञ के निमित्त ही कर्म का सम्यक् आचरण करो।।,।।3.9।। यज्ञ के लिये किये हुए कर्म के अतिरिक्त अन्य कर्म में प्रवृत्त हुआ यह पुरुष कर्मों द्वारा बंधता है इसलिए हे कौन्तेय आसक्ति को त्यागकर यज्ञ के निमित्त ही कर्म का सम्यक् आचरण करो।।,"3.9  This man becomes bound by actions other than that action meant for God. Without being attached, O son of Kunti, you perform actions for Him."
BG3.10,3,10,"सहयज्ञाः प्रजाः सृष्ट्वा पुरोवाच प्रजापतिः |
अनेन प्रसविष्यध्वमेष वोऽस्त्विष्टकामधुक् ||३-१०||","sahayajñāḥ prajāḥ sṛṣṭvā purovāca prajāpatiḥ .
anena prasaviṣyadhvameṣa vo.astviṣṭakāmadhuk ||3-10||",।।3.10।। प्रजापति (सृष्टिकर्त्ता) ने (सृष्टि के) आदि में यज्ञ सहित प्रजा का निर्माण कर कहा इस यज्ञ द्वारा तुम वृद्धि को प्राप्त हो और यह यज्ञ तुम्हारे लिये इच्छित कामनाओं को पूर्ण करने वाला (इष्टकामधुक्) होवे।।,।।3.10।। प्रजापति (सृष्टिकर्त्ता) ने (सृष्टि के) आदि में यज्ञ सहित प्रजा का निर्माण कर कहा इस यज्ञ द्वारा तुम वृद्धि को प्राप्त हो और यह यज्ञ तुम्हारे लिये इच्छित कामनाओं को पूर्ण करने वाला (इष्टकामधुक्) होवे।।,"3.10 In the days of yore, having created the beings together with the sacrifices, Prajapati said: 'By this you multiply. Let this be your yielder of coveted objects of desire.'"
BG3.11,3,11,"देवान्भावयतानेन ते देवा भावयन्तु वः |
परस्परं भावयन्तः श्रेयः परमवाप्स्यथ ||३-११||","devānbhāvayatānena te devā bhāvayantu vaḥ .
parasparaṃ bhāvayantaḥ śreyaḥ paramavāpsyatha ||3-11||",।।3.11।। तुम लोग इस यज्ञ द्वारा देवताओं की उन्नति करो और वे देवतागण तुम्हारी उन्नति करें। इस प्रकार परस्पर उन्नति करते हुये परम श्रेय को तुम प्राप्त होगे।।,।।3.11।। तुम लोग इस यज्ञ द्वारा देवताओं की उन्नति करो और वे देवतागण तुम्हारी उन्नति करें। इस प्रकार परस्पर उन्नति करते हुये परम श्रेय को तुम प्राप्त होगे।।,"3.11 'You nourish the gods with this. Let those gods nourish you. Nourishing one another, you shall attain the supreme Good.'"
BG3.12,3,12,"इष्टान्भोगान्हि वो देवा दास्यन्ते यज्ञभाविताः |
तैर्दत्तानप्रदायैभ्यो यो भुङ्क्ते स्तेन एव सः ||३-१२||","iṣṭānbhogānhi vo devā dāsyante yajñabhāvitāḥ .
tairdattānapradāyaibhyo yo bhuṅkte stena eva saḥ ||3-12||",।।3.12।। यज्ञ द्वारा पोषित देवतागण तुम्हें इष्ट भोग प्रदान करेंगे। उनके द्वारा दिये हुये भोगों को जो पुरुष उनको दिये बिना ही भोगता है वह निश्चय ही चोर है।।,।।3.12।। यज्ञ द्वारा पोषित देवतागण तुम्हें इष्ट भोग प्रदान करेंगे। उनके द्वारा दिये हुये भोगों को जो पुरुष उनको दिये बिना ही भोगता है वह निश्चय ही चोर है।।,"3.12 'Being nourished by sacrifices, the gods will indeed give you the coveted enjoyments. He is certainly a theif who enjoys what have been given by them without offering (these) to them.'"
BG3.13,3,13,"यज्ञशिष्टाशिनः सन्तो मुच्यन्ते सर्वकिल्बिषैः |
भुञ्जते ते त्वघं पापा ये पचन्त्यात्मकारणात् ||३-१३||","yajñaśiṣṭāśinaḥ santo mucyante sarvakilbiṣaiḥ .
bhuñjate te tvaghaṃ pāpā ye pacantyātmakāraṇāt ||3-13||",।।3.13।। यज्ञ के अवशिष्ट अन्न को खाने वाले श्रेष्ठ पुरुष सब पापों से मुक्त हो जाते हैं किन्तु जो लोग केवल स्वयं के लिये ही पकाते हैं वे तो पापों को ही खाते हैं।।,।।3.13।। यज्ञ के अवशिष्ट अन्न को खाने वाले श्रेष्ठ पुरुष सब पापों से मुक्त हो जाते हैं किन्तु जो लोग केवल स्वयं के लिये ही पकाते हैं वे तो पापों को ही खाते हैं।।,"3.13 By becoming partakers of the remembers of sacrifices, they become freed from all sins. But the unholy persons who cook for themselves, they incur sin."
BG3.14,3,14,"अन्नाद्भवन्ति भूतानि पर्जन्यादन्नसम्भवः |
यज्ञाद्भवति पर्जन्यो यज्ञः कर्मसमुद्भवः ||३-१४||","annādbhavanti bhūtāni parjanyādannasambhavaḥ .
yajñādbhavati parjanyo yajñaḥ karmasamudbhavaḥ ||3-14||",।।3.14।। समस्त प्राणी अन्न से उत्पन्न होते हैं अन्न की उत्पत्ति पर्जन्य से। पर्जन्य की उत्पत्ति यज्ञ से और यज्ञ कर्मों से उत्पन्न होता है।।,।।3.14।। समस्त प्राणी अन्न से उत्पन्न होते हैं अन्न की उत्पत्ति पर्जन्य से। पर्जन्य की उत्पत्ति यज्ञ से और यज्ञ कर्मों से उत्पन्न होता है।।,3.14 From food are born the creatures; the origin of food is from rainfall; rainfall originates from sacrifice; sacrifice has action as its origin.
BG3.15,3,15,"कर्म ब्रह्मोद्भवं विद्धि ब्रह्माक्षरसमुद्भवम् |
तस्मात्सर्वगतं ब्रह्म नित्यं यज्ञे प्रतिष्ठितम् ||३-१५||","karma brahmodbhavaṃ viddhi brahmākṣarasamudbhavam .
tasmātsarvagataṃ brahma nityaṃ yajñe pratiṣṭhitam ||3-15||",।।3.15।। कर्म की उत्पत्ति ब्रह्माजी से होती है और ब्रह्माजी अक्षर तत्त्व से व्यक्त होते हैं। इसलिये सर्व व्यापी ब्रह्म सदा ही यज्ञ में प्रतिष्ठित है।।,।।3.15।। कर्म की उत्पत्ति ब्रह्माजी से होती है और ब्रह्माजी अक्षर तत्त्व से व्यक्त होते हैं। इसलिये सर्व व्यापी ब्रह्म सदा ही यज्ञ में प्रतिष्ठित है।।,"3.15 Know that actin has the veda as its origin; the Vedas has the Immutable as its source. Hence, the all-pervading Veda is for ever based on sacrifice."
BG3.16,3,16,"एवं प्रवर्तितं चक्रं नानुवर्तयतीह यः |
अघायुरिन्द्रियारामो मोघं पार्थ स जीवति ||३-१६||","evaṃ pravartitaṃ cakraṃ nānuvartayatīha yaḥ .
aghāyurindriyārāmo moghaṃ pārtha sa jīvati ||3-16||",।।3.16।। जो पुरुष यहाँ इस प्रकार प्रवर्तित हुए चक्र का अनुवर्तन नहीं करता हे पार्थ इंन्द्रियों में रमने वाला वह पाप आयु पुरुष व्यर्थ ही जीता है।।,।।3.16।। जो पुरुष यहाँ इस प्रकार प्रवर्तित हुए चक्र का अनुवर्तन नहीं करता हे पार्थ इंन्द्रियों में रमने वाला वह पाप आयु पुरुष व्यर्थ ही जीता है।।,"3.16 O Partha, he lives in vain who does not follow here the wheel thus set in motion, whose life is sinful, and who indulges in the senses."
BG3.17,3,17,"यस्त्वात्मरतिरेव स्यादात्मतृप्तश्च मानवः |
आत्मन्येव च सन्तुष्टस्तस्य कार्यं न विद्यते ||३-१७||","yastvātmaratireva syādātmatṛptaśca mānavaḥ .
ātmanyeva ca santuṣṭastasya kāryaṃ na vidyate ||3-17||",।।3.17।। परन्तु जो मनुष्य आत्मा में ही रमने वाला आत्मा में ही तृप्त तथा आत्मा में ही सन्तुष्ट हो उसके लिये कोई कर्तव्य नहीं रहता।।,।।3.17।। परन्तु जो मनुष्य आत्मा में ही रमने वाला आत्मा में ही तृप्त तथा आत्मा में ही सन्तुष्ट हो उसके लिये कोई कर्तव्य नहीं रहता।।,"3.17  But that man who rejoices only in theSelf and is satisfied with the Self, and is contented only in the Self-for him there is no duty to perform."
BG3.18,3,18,"नैव तस्य कृतेनार्थो नाकृतेनेह कश्चन |
न चास्य सर्वभूतेषु कश्चिदर्थव्यपाश्रयः ||३-१८||","naiva tasya kṛtenārtho nākṛteneha kaścana .
na cāsya sarvabhūteṣu kaścidarthavyapāśrayaḥ ||3-18||",।।3.18।। इस जगत् में उस पुरुष का कृत और अकृत से कोई प्रयोजन नहीं है और न वह किसी वस्तु के लिये भूतमात्र पर आश्रित होता है।।,।।3.18।। इस जगत् में उस पुरुष का कृत और अकृत से कोई प्रयोजन नहीं है और न वह किसी वस्तु के लिये भूतमात्र पर आश्रित होता है।।,"3.18 For him there is no concern here at all with performing action; nor any (concern) with nonperformance. Moreover, for him there is no dependence on any object to serve any purpose."
BG3.19,3,19,"तस्मादसक्तः सततं कार्यं कर्म समाचर |
असक्तो ह्याचरन्कर्म परमाप्नोति पूरुषः ||३-१९||","tasmādasaktaḥ satataṃ kāryaṃ karma samācara .
asakto hyācarankarma paramāpnoti pūruṣaḥ ||3-19||","।।3.19।। इसलिए,  तुम अनासक्त होकर सदैव कर्तव्य कर्म का सम्यक् आचरण करो;  क्योकि,  अनासक्त पुरुष कर्म करता हुआ परमात्मा को प्राप्त होता है।।","।।3.19।। इसलिए,  तुम अनासक्त होकर सदैव कर्तव्य कर्म का सम्यक् आचरण करो;  क्योकि,  अनासक्त पुरुष कर्म करता हुआ परमात्मा को प्राप्त होता है।।","3.19 Therefore, remaining unattached, always perform the obligatory duty, for, by performing (one's) duty without attachment, a person attains the Highest."
BG3.20,3,20,"कर्मणैव हि संसिद्धिमास्थिता जनकादयः |
लोकसंग्रहमेवापि सम्पश्यन्कर्तुमर्हसि ||३-२०||","karmaṇaiva hi saṃsiddhimāsthitā janakādayaḥ .
lokasaṃgrahamevāpi sampaśyankartumarhasi ||3-20||",।।3.20।। जनकादि (ज्ञानी जन) भी कर्म द्वारा ही संसिद्धि को प्राप्त हुये लोक संग्रह (लोक रक्षण) को भी देखते हुये;  तुम कर्म करने योग्य हो।।,।।3.20।। जनकादि (ज्ञानी जन) भी कर्म द्वारा ही संसिद्धि को प्राप्त हुये लोक संग्रह (लोक रक्षण) को भी देखते हुये;  तुम कर्म करने योग्य हो।।,3.20 For Janaka and others strove to attain Liberation through action itself. You ought to perform (your duties) keeping also in view the prevention of mankind from going astray.
BG3.21,3,21,"यद्यदाचरति श्रेष्ठस्तत्तदेवेतरो जनः |
स यत्प्रमाणं कुरुते लोकस्तदनुवर्तते ||३-२१||","yadyadācarati śreṣṭhastattadevetaro janaḥ .
sa yatpramāṇaṃ kurute lokastadanuvartate ||3-21||","।।3.21।। श्रेष्ठ पुरुष जैसा आचरण करता है, अन्य लोग भी वैसा ही अनुकरण करते हैं; वह पुरुष जो कुछ प्रमाण कर देता है, लोग भी उसका अनुसरण करते हैं।।","।।3.21।। श्रेष्ठ पुरुष जैसा आचरण करता है, अन्य लोग भी वैसा ही अनुकरण करते हैं; वह पुरुष जो कुछ प्रमाण कर देता है, लोग भी उसका अनुसरण करते हैं।।","3.21 Whatever a superior person does, another person does that very thing! Whatever he upholds as authority, an ordinary person follows that."
BG3.22,3,22,"न मे पार्थास्ति कर्तव्यं त्रिषु लोकेषु किञ्चन |
नानवाप्तमवाप्तव्यं वर्त एव च कर्मणि ||३-२२||","na me pārthāsti kartavyaṃ triṣu lokeṣu kiñcana .
nānavāptamavāptavyaṃ varta eva ca karmaṇi ||3-22||","।।3.22।। यद्यपि मुझे त्रैलोक्य में कुछ भी कर्तव्य नहीं हैं तथा किंचित भी प्राप्त होने योग्य (अवाप्तव्यम्) वस्तु अप्राप्त नहीं है, तो भी मैं कर्म में ही बर्तता हूँ।।","।।3.22।। यद्यपि मुझे त्रैलोक्य में कुछ भी कर्तव्य नहीं हैं तथा किंचित भी प्राप्त होने योग्य (अवाप्तव्यम्) वस्तु अप्राप्त नहीं है, तो भी मैं कर्म में ही बर्तता हूँ।।","3.22 In all the three worlds, O Partha, there is no duty whatsoever for Me (to fulfil); nothing remains unachieved or to be achieved. [According to S. the translation of this portion is: There is nothing unattained that should be attained.-Tr.] (Still) do I continue in action."
BG3.23,3,23,"यदि ह्यहं न वर्तेयं जातु कर्मण्यतन्द्रितः |
मम वर्त्मानुवर्तन्ते मनुष्याः पार्थ सर्वशः ||३-२३||","yadi hyahaṃ na varteyaṃ jātu karmaṇyatandritaḥ .
mama vartmānuvartante manuṣyāḥ pārtha sarvaśaḥ ||3-23||","।।3.23।। यदि मैं सावधान हुआ (अतन्द्रित:) कदाचित कर्म में न लगा रहूँ तो, हे पार्थ ! सब प्रकार से मनुष्य मेरे मार्ग (र्वत्म) का अनुसरण करेंगे।।","।।3.23।। यदि मैं सावधान हुआ (अतन्द्रित:) कदाचित कर्म में न लगा रहूँ तो, हे पार्थ ! सब प्रकार से मनुष्य मेरे मार्ग (र्वत्म) का अनुसरण करेंगे।।","3.23 For, O Partha, if at any time I do not continue [Ast. and A.A. read varteya instead of varteyam.-Tr.] vigilantly in action, men will follow My path in ever way."
BG3.24,3,24,"उत्सीदेयुरिमे लोका न कुर्यां कर्म चेदहम् |
सङ्करस्य च कर्ता स्यामुपहन्यामिमाः प्रजाः ||३-२४||","utsīdeyurime lokā na kuryāṃ karma cedaham .
saṅkarasya ca kartā syāmupahanyāmimāḥ prajāḥ ||3-24||","।।3.24।। यदि मैं कर्म न करूँ, तो ये समस्त लोक नष्ट हो जायेंगे; और मैं वर्णसंकर का कर्ता तथा इस प्रजा का हनन करने वाला होऊँगा।।","।।3.24।। यदि मैं कर्म न करूँ, तो ये समस्त लोक नष्ट हो जायेंगे; और मैं वर्णसंकर का कर्ता तथा इस प्रजा का हनन करने वाला होऊँगा।।","3.24  These worlds will be ruined if I do not perform action. And I shall become the agent of intermingling (of castes), and shall be destroying these beings."
BG3.25,3,25,"सक्ताः कर्मण्यविद्वांसो यथा कुर्वन्ति भारत |
कुर्याद्विद्वांस्तथासक्तश्चिकीर्षुर्लोकसंग्रहम् ||३-२५||","saktāḥ karmaṇyavidvāṃso yathā kurvanti bhārata .
kuryādvidvāṃstathāsaktaścikīrṣurlokasaṃgraham ||3-25||","।।3.25।। हे भारत ! कर्म में आसक्त हुए अज्ञानीजन जैसे कर्म करते हैं वैसे ही विद्वान् पुरुष अनासक्त होकर, लोकसंग्रह (लोक कल्याण) की इच्छा से कर्म करे।।","।।3.25।। हे भारत ! कर्म में आसक्त हुए अज्ञानीजन जैसे कर्म करते हैं वैसे ही विद्वान् पुरुष अनासक्त होकर, लोकसंग्रह (लोक कल्याण) की इच्छा से कर्म करे।।","3.25 O scion of the Bharata dynasty, as the unelightened poeple act with attachment to work, so should the enlightened person act, without attachment, being desirous of the prevention of people from going astray."
BG3.26,3,26,"न बुद्धिभेदं जनयेदज्ञानां कर्मसङ्गिनाम् |
जोषयेत्सर्वकर्माणि विद्वान्युक्तः समाचरन् ||३-२६||","na buddhibhedaṃ janayedajñānāṃ karmasaṅginām .
joṣayetsarvakarmāṇi vidvānyuktaḥ samācaran ||3-26||","।।3.26।। ज्ञानी पुरुष, कर्मों में आसक्त अज्ञानियों की बुद्धि में भ्रम उत्पन्न न करे, स्वयं (भक्ति से) युक्त होकर कर्मों का सम्यक् आचरण कर, उनसे भी वैसा ही कराये।।","।।3.26।। ज्ञानी पुरुष, कर्मों में आसक्त अज्ञानियों की बुद्धि में भ्रम उत्पन्न न करे, स्वयं (भक्ति से) युक्त होकर कर्मों का सम्यक् आचरण कर, उनसे भी वैसा ही कराये।।","3.26  The enlightened man should not create disturbance in the beliefs of the ignorant, who are attached to work. Working, while himself remaining deligen [Some translate yuktah as, 'in the right manner'. S. takes it in the sense of Yoga-yuktah, merged in yoga.-Tr.], he should make them do [Another reading is yojayet, meaning the same as josayet.-Tr.] all the duties."
BG3.27,3,27,"प्रकृतेः क्रियमाणानि गुणैः कर्माणि सर्वशः |
अहङ्कारविमूढात्मा कर्ताहमिति मन्यते ||३-२७||","prakṛteḥ kriyamāṇāni guṇaiḥ karmāṇi sarvaśaḥ .
ahaṅkāravimūḍhātmā kartāhamiti manyate ||3-27||","।।3.27।। सम्पूर्ण कर्म प्रकृति के गुणों द्वारा किये जाते हैं, अहंकार से मोहित हुआ पुरुष,  ""मैं कर्ता हूँ""  ऐसा मान लेता है।।","।।3.27।। सम्पूर्ण कर्म प्रकृति के गुणों द्वारा किये जाते हैं, अहंकार से मोहित हुआ पुरुष,  ""मैं कर्ता हूँ""  ऐसा मान लेता है।।","3.27 While actions are being done in every way by the gunas (alities) of Nature, one who is deluded by egoism thinks thus: 'I am the doer.'"
BG3.28,3,28,"तत्त्ववित्तु महाबाहो गुणकर्मविभागयोः |
गुणा गुणेषु वर्तन्त इति मत्वा न सज्जते ||३-२८||","tattvavittu mahābāho guṇakarmavibhāgayoḥ .
guṇā guṇeṣu vartanta iti matvā na sajjate ||3-28||","।।3.28।। परन्तु हे महाबाहो ! गुण और कर्म के विभाग के सत्य (तत्त्व)को जानने वाला ज्ञानी पुरुष यह जानकर कि ""गुण गुणों में बर्तते हैं"" (कर्म में) आसक्त नहीं होता।।","।।3.28।। परन्तु हे महाबाहो ! गुण और कर्म के विभाग के सत्य (तत्त्व)को जानने वाला ज्ञानी पुरुष यह जानकर कि ""गुण गुणों में बर्तते हैं"" (कर्म में) आसक्त नहीं होता।।","3.28 But, O mighty-armed one, the one who is a knower of the facts about the varieties of the gunas (alities) and actions does not become attached, thinking thus: 'The organs rest (act) on the objects of the organs.'"
BG3.29,3,29,"प्रकृतेर्गुणसम्मूढाः सज्जन्ते गुणकर्मसु |
तानकृत्स्नविदो मन्दान्कृत्स्नविन्न विचालयेत् ||३-२९||","prakṛterguṇasammūḍhāḥ sajjante guṇakarmasu .
tānakṛtsnavido mandānkṛtsnavinna vicālayet ||3-29||","।।3.29।। प्रकृति के गुणों से मोहित हुए पुरुष गुण और कर्म में आसक्त होते हैं, उन अपूर्ण ज्ञान वाले (अकृत्स्नविद:) मंदबुद्धि पुरुषों को पूर्ण ज्ञान प्राप्त पुरुष विचलित न करे।।","।।3.29।। प्रकृति के गुणों से मोहित हुए पुरुष गुण और कर्म में आसक्त होते हैं, उन अपूर्ण ज्ञान वाले (अकृत्स्नविद:) मंदबुद्धि पुरुषों को पूर्ण ज्ञान प्राप्त पुरुष विचलित न करे।।","3.29 Those who are wholly deluded by the gunas of Nature become attached to the activities of the gunas. The knower of the All should not disturb those of dull intellect, who do not know the All."
BG3.30,3,30,"मयि सर्वाणि कर्माणि संन्यस्याध्यात्मचेतसा |
निराशीर्निर्ममो भूत्वा युध्यस्व विगतज्वरः ||३-३०||","mayi sarvāṇi karmāṇi saṃnyasyādhyātmacetasā .
nirāśīrnirmamo bhūtvā yudhyasva vigatajvaraḥ ||3-30||","।।3.30।। सम्पूर्ण कर्मों का मुझ में संन्यास करके,  आशा और ममता से रहित होकर,  संतापरहित हुए तुम युद्ध करो।।","।।3.30।। सम्पूर्ण कर्मों का मुझ में संन्यास करके,  आशा और ममता से रहित होकर,  संतापरहित हुए तुम युद्ध करो।।","3.30 Devoid of the fever of the soul, engage in battle by dedicating all actions to Me, with (your) mind intent on the Self, and becoming free from expectations and egoism."
BG3.31,3,31,"ये मे मतमिदं नित्यमनुतिष्ठन्ति मानवाः |
श्रद्धावन्तोऽनसूयन्तो मुच्यन्ते तेऽपि कर्मभिः ||३-३१||","ye me matamidaṃ nityamanutiṣṭhanti mānavāḥ .
śraddhāvanto.anasūyanto mucyante te.api karmabhiḥ ||3-31||","।।3.31।। जो मनुष्य दोष बुद्धि से रहित (अनसूयन्त:) और श्रद्धा से युक्त हुए सदा मेरे इस मत (उपदेश) का अनुष्ठानपूर्वक पालन करते हैं, वे कर्मों से (बन्धन से) मुक्त हो जाते हैं।।","।।3.31।। जो मनुष्य दोष बुद्धि से रहित (अनसूयन्त:) और श्रद्धा से युक्त हुए सदा मेरे इस मत (उपदेश) का अनुष्ठानपूर्वक पालन करते हैं, वे कर्मों से (बन्धन से) मुक्त हो जाते हैं।।","3.31 Those men who ever follow this teaching of Mine with faith and without cavil, they also become freed from actions."
BG3.32,3,32,"ये त्वेतदभ्यसूयन्तो नानुतिष्ठन्ति मे मतम् |
सर्वज्ञानविमूढांस्तान्विद्धि नष्टानचेतसः ||३-३२||","ye tvetadabhyasūyanto nānutiṣṭhanti me matam .
sarvajñānavimūḍhāṃstānviddhi naṣṭānacetasaḥ ||3-32||","।।3.32।। परन्तु जो दोष दृष्टि वाले मूढ़ लोग इस मेरे मत का पालन नहीं करते, उन सब ज्ञानों में मोहित चित्तवालों को नष्ट हुये ही तुम समझो।।","।।3.32।। परन्तु जो दोष दृष्टि वाले मूढ़ लोग इस मेरे मत का पालन नहीं करते, उन सब ज्ञानों में मोहित चित्तवालों को नष्ट हुये ही तुम समझो।।","3.32 But those who, decaying [Finding fault where there is none.] this, do not follow My teaching, know them-who are deluded about all knoweldge [Knowledge concerning the alified and the un-alified Brahman.] and who are devoid of discrimination-to have gone to ruin."
BG3.33,3,33,"सदृशं चेष्टते स्वस्याः प्रकृतेर्ज्ञानवानपि |
प्रकृतिं यान्ति भूतानि निग्रहः किं करिष्यति ||३-३३||","sadṛśaṃ ceṣṭate svasyāḥ prakṛterjñānavānapi .
prakṛtiṃ yānti bhūtāni nigrahaḥ kiṃ kariṣyati ||3-33||","।।3.33।। ज्ञानवान् पुरुष भी अपनी प्रकृति के अनुसार चेष्टा करता है। सभी प्राणी अपनी प्रकृति पर ही जाते हैं, फिर इनमें (किसी का) निग्रह क्या करेगा।।","।।3.33।। ज्ञानवान् पुरुष भी अपनी प्रकृति के अनुसार चेष्टा करता है। सभी प्राणी अपनी प्रकृति पर ही जाते हैं, फिर इनमें (किसी का) निग्रह क्या करेगा।।",3.33 Even a man of wisdom behaves according to his own nature. Being follow (their) nature. What can restraint do?
BG3.34,3,34,"इन्द्रियस्येन्द्रियस्यार्थे रागद्वेषौ व्यवस्थितौ |
तयोर्न वशमागच्छेत्तौ ह्यस्य परिपन्थिनौ ||३-३४||","indriyasyendriyasyārthe rāgadveṣau vyavasthitau .
tayorna vaśamāgacchettau hyasya paripanthinau ||3-34||",।।3.34।। इन्द्रियइन्द्रिय (अर्थात् प्रत्येक इन्द्रिय) के विषय के प्रति (मन में) रागद्वेष रहते हैं;  मनुष्य को चाहिये कि वह उन दोनों के वश में न हो;  क्योंकि वे इसके (मनुष्य के) शत्रु हैं।।,।।3.34।। इन्द्रियइन्द्रिय (अर्थात् प्रत्येक इन्द्रिय) के विषय के प्रति (मन में) रागद्वेष रहते हैं;  मनुष्य को चाहिये कि वह उन दोनों के वश में न हो;  क्योंकि वे इसके (मनुष्य के) शत्रु हैं।।,"3.34 Attraction and repulsion are ordained with regard to the objects of all the organs. One should not come under the sway of these two, because they are his adversaries."
